ST_NM,DISTRICT,pc_name
Madhya Pradesh,Ujjain,Shajapur
Madhya Pradesh,Ujjain,Dhar
Madhya Pradesh,Ujjain,Mandsaur
Madhya Pradesh,Ujjain,Ujjain
Manipur,Ukhrul,Outer Manipur
Manipur,Ukhrul,Nagaland
Himachal Pradesh,Una,Hamirpur
Himachal Pradesh,Una,Hoshiarpur
Uttar Pradesh,Unnao,Unnao
Uttar Pradesh,Unnao,Rae Bareli
Uttar Pradesh,Unnao,Mohanlalganj
Uttar Pradesh,Unnao,Hardoi
Uttar Pradesh,Unnao,Bilhaur
Uttar Pradesh,Unnao,Kanpur
Uttar Pradesh,Unnao,Fatehpur
Karnataka,Uttara Kannada,Mormugao
Karnataka,Uttara Kannada,Panaji
Karnataka,Uttara Kannada,Kanara
Karnataka,Uttara Kannada,Dharwad North
Karnataka,Uttara Kannada,Dharwad South
Karnataka,Uttara Kannada,Udupi
Karnataka,Uttara Kannada,Shimoga
Arunanchal Pradesh,Upper Siang,Arunachal West
Arunanchal Pradesh,Upper Siang,Arunachal East
Arunanchal Pradesh,Upper Subansiri,Arunachal West
Uttarakhand,Uttarkashi,Simla
Uttarakhand,Uttarkashi,Mandi
Uttarakhand,Uttarkashi,Tehri Garhwal
Uttarakhand,Uttarkashi,Garhwal
Gujarat,Vadodara,Kaira
Gujarat,Vadodara,Dohad
Gujarat,Vadodara,Godhra
Gujarat,Vadodara,Chhota Udaipur
Gujarat,Vadodara,Baroda
Gujarat,Vadodara,Broach
Gujarat,Vadodara,Anand
Gujarat,Vadodara,Jhabua
Gujarat,Vadodara,Nandurbar
Gujarat,Valsad,Dadra & Nagar Haveli
Gujarat,Valsad,Daman And Diu
Gujarat,Valsad,Bulsar
Gujarat,Valsad,Dahanu
Gujarat,Valsad,Malegaon
Uttar Pradesh,Varanasi,Jaunpur
Uttar Pradesh,Varanasi,Varanasi
Uttar Pradesh,Varanasi,Saidpur
Uttar Pradesh,Varanasi,Chandauli
Uttar Pradesh,Varanasi,Mirzapur
Uttar Pradesh,Varanasi,Robertsganj
Tamil Nadu,Vellore,Chittoor
Tamil Nadu,Vellore,Tiruppattur
Tamil Nadu,Vellore,Dharmapuri
Tamil Nadu,Vellore,Krishnagiri
Tamil Nadu,Vellore,Vellore
Tamil Nadu,Vellore,Arakkonam
Tamil Nadu,Vellore,Vandavasi
Tamil Nadu,Vellore,Sriperumbudur
Tamil Nadu,Vellore,Chengalpattu
Madhya Pradesh,Vidisha,Sagar
Madhya Pradesh,Vidisha,Rajgarh
Madhya Pradesh,Vidisha,Guna
Madhya Pradesh,Vidisha,Hoshangabad
Madhya Pradesh,Vidisha,Vidisha
Tamil Nadu,Viluppuram,Salem
Tamil Nadu,Viluppuram,Tiruppattur
Tamil Nadu,Viluppuram,Dharmapuri
Tamil Nadu,Viluppuram,Vandavasi
Tamil Nadu,Viluppuram,Chengalpattu
Tamil Nadu,Viluppuram,Tindivanam
Tamil Nadu,Viluppuram,Chidambaram
Tamil Nadu,Viluppuram,Rasipuram
Tamil Nadu,Viluppuram,Perambalur
Tamil Nadu,Viluppuram,Cuddalore
Tamil Nadu,Viluppuram,Puducherry
Tamil Nadu,Virudhunagar,Idukki
Tamil Nadu,Virudhunagar,Periyakulam
Tamil Nadu,Virudhunagar,Tenkasi
Tamil Nadu,Virudhunagar,Sivakasi
Tamil Nadu,Virudhunagar,Tirunelveli
Tamil Nadu,Virudhunagar,Dindigul
Tamil Nadu,Virudhunagar,Ramanathapuram
Bihar,Vaishali,Patna
Bihar,Vaishali,Chapra
Bihar,Vaishali,Muzaffarpur
Bihar,Vaishali,Hajipur
Bihar,Vaishali,Barh
Bihar,Vaishali,Vaishali
Bihar,Vaishali,Samastipur
Andhra Pradesh,Visakhapatnam,Anakapalli
Andhra Pradesh,Visakhapatnam,Bobbili
Andhra Pradesh,Visakhapatnam,Visakhapatnam
Andhra Pradesh,Visakhapatnam,Kakinada
Andhra Pradesh,Visakhapatnam,Bhadrachalam
Andhra Pradesh,Visakhapatnam,Koraput
Andhra Pradesh,Visakhapatnam,Nowrangpur
Andhra Pradesh,Vizianagaram,Parvathipuram
Andhra Pradesh,Vizianagaram,Anakapalli
Andhra Pradesh,Vizianagaram,Bobbili
Andhra Pradesh,Vizianagaram,Visakhapatnam
Andhra Pradesh,Vizianagaram,Koraput
Andhra Pradesh,Warangal,Khammam
Andhra Pradesh,Warangal,Bhadrachalam
Andhra Pradesh,Warangal,Warangal
Andhra Pradesh,Warangal,Miryalguda
Andhra Pradesh,Warangal,Siddipet
Andhra Pradesh,Warangal,Nalgonda
Andhra Pradesh,Warangal,Peddapalli
Andhra Pradesh,Warangal,Hanamkonda
Andhra Pradesh,Warangal,Bastar
Maharashtra,Wardha,Yavatmal
Maharashtra,Wardha,Chandrapur
Maharashtra,Wardha,Ramtek
Maharashtra,Wardha,Wardha
Maharashtra,Washim,Yavatmal
Maharashtra,Washim,Amravati
Maharashtra,Washim,Buldhana
Maharashtra,Washim,Akola
Maharashtra,Washim,Washim
Maharashtra,Washim,Hingoli
Kerala,Wayanad,Mangalore
Kerala,Wayanad,Mysore
Kerala,Wayanad,Chamarajanagar
Kerala,Wayanad,Cannanore
Kerala,Wayanad,Calicut
Kerala,Wayanad,Badagara
Kerala,Wayanad,Nilgiris
Sikkim,West,Sikkim
Sikkim,West,Darjeeling
West Bengal,Uttar Dinajpur,Kishanganj
West Bengal,Uttar Dinajpur,Purnea
West Bengal,Uttar Dinajpur,Katihar
West Bengal,Uttar Dinajpur,Darjeeling
West Bengal,Uttar Dinajpur,Balurghat
West Bengal,Uttar Dinajpur,Raiganj
West Bengal,Uttar Dinajpur,Malda
Madhya Pradesh,West Nimar,Indore
Madhya Pradesh,West Nimar,Khargone
Madhya Pradesh,West Nimar,Dhar
Madhya Pradesh,West Nimar,Khandwa
Madhya Pradesh,West Nimar,Jalgaon
Tripura,West Tripura,Tripura East
Tripura,West Tripura,Tripura West
Nagaland,Wokha,Kaliabor
Nagaland,Wokha,Jorhat
Nagaland,Wokha,Nagaland
Haryana,Yamunanagar,Ambala
Haryana,Yamunanagar,Kurukshetra
Haryana,Yamunanagar,Simla
Haryana,Yamunanagar,Saharanpur
Puducherry,Yanam,Amalapuram
Puducherry,Yanam,Puducherry
Maharashtra,Yavatmal,Adilabad
Maharashtra,Yavatmal,Yavatmal
Maharashtra,Yavatmal,Chandrapur
Maharashtra,Yavatmal,Amravati
Maharashtra,Yavatmal,Wardha
Maharashtra,Yavatmal,Washim
Maharashtra,Yavatmal,Hingoli
Nagaland,Zunheboto,Nagaland
Delhi  & NCR,Central,East Delhi
Delhi  & NCR,Central,Chandni Chowk
Delhi  & NCR,Central,Karol Bagh
Delhi  & NCR,Central,New Delhi
Delhi  & NCR,East,Khurja
Delhi  & NCR,East,Baghpat
Delhi  & NCR,East,Hapur
Delhi  & NCR,East,East Delhi
Delhi  & NCR,East,South Delhi
Delhi  & NCR,East,New Delhi
Delhi  & NCR,New Delhi,East Delhi
Delhi  & NCR,New Delhi,South Delhi
Delhi  & NCR,New Delhi,Karol Bagh
Delhi  & NCR,New Delhi,New Delhi
Delhi  & NCR,North,East Delhi
Delhi  & NCR,North,Chandni Chowk
Delhi  & NCR,North,Delhi Sadar
Delhi  & NCR,North,Karol Bagh
Delhi  & NCR,North,New Delhi
Delhi  & NCR,North East,Baghpat
Delhi  & NCR,North East,East Delhi
Haryana,Jhajjar,Bhiwani
Haryana,Jhajjar,Rohtak
Haryana,Jhajjar,Sonepat
Haryana,Jhajjar,Mahendragarh
Haryana,Jhajjar,Outer Delhi
Haryana,Mahendragarh,Bhiwani
Haryana,Mahendragarh,Rohtak
Haryana,Mahendragarh,Mahendragarh
Haryana,Mahendragarh,Alwar
Haryana,Mahendragarh,Jhunjhunu
Haryana,Mahendragarh,Dausa
Haryana,Mahendragarh,Sikar
Haryana,Rewari,Faridabad
Haryana,Rewari,Rohtak
Haryana,Rewari,Mahendragarh
Haryana,Rewari,Alwar
Madhya Pradesh,Morena,Bhind
Madhya Pradesh,Morena,Morena
Madhya Pradesh,Morena,Gwalior
Madhya Pradesh,Morena,Sawai Madhopur
Madhya Pradesh,Morena,Bayana
Madhya Pradesh,Morena,Firozabad
Madhya Pradesh,Sheopur,Morena
Madhya Pradesh,Sheopur,Guna
Madhya Pradesh,Sheopur,Sawai Madhopur
Madhya Pradesh,Sheopur,Kota
Madhya Pradesh,Sheopur,Jhalawar
Rajasthan,Alwar,Faridabad
Rajasthan,Alwar,Mahendragarh
Rajasthan,Alwar,Alwar
Rajasthan,Alwar,Bharatpur
Rajasthan,Alwar,Dausa
Rajasthan,Alwar,Bayana
Jharkhand,Garhwa,Robertsganj
Jharkhand,Garhwa,Palamu
Jharkhand,Garhwa,Surguja
Jharkhand,Garhwa,Lohardaga
Jharkhand,Palamu,Aurangabad
Jharkhand,Palamu,Palamu
Jharkhand,Palamu,Surguja
Jharkhand,Palamu,Ranchi
Jharkhand,Palamu,Lohardaga
Jharkhand,Palamu,Hazaribagh
Jharkhand,Palamu,Chatra
Jharkhand,Chatra,Aurangabad
Jharkhand,Chatra,Gaya
Jharkhand,Chatra,Ranchi
Jharkhand,Chatra,Hazaribagh
Jharkhand,Chatra,Chatra
Jharkhand,Hazaribagh,Purulia
Jharkhand,Hazaribagh,Ranchi
Jharkhand,Hazaribagh,Hazaribagh
Jharkhand,Hazaribagh,Kodarma
Jharkhand,Hazaribagh,Giridih
Jharkhand,Kodarma,Nawada
Jharkhand,Kodarma,Gaya
Jharkhand,Kodarma,Hazaribagh
Jharkhand,Kodarma,Kodarma
Jharkhand,Kodarma,Chatra
Bihar,Kaimur (Bhabua),Buxar
Bihar,Kaimur (Bhabua),Bikramganj
Bihar,Kaimur (Bhabua),Sasaram
Bihar,Kaimur (Bhabua),Chandauli
Bihar,Kaimur (Bhabua),Ghazipur
Bihar,Kaimur (Bhabua),Robertsganj
Bihar,Kaimur (Bhabua),Palamu
Rajasthan,Udaipur,Sabarkantha
Rajasthan,Udaipur,Pali
Rajasthan,Udaipur,Jalore
Rajasthan,Udaipur,Udaipur
Rajasthan,Udaipur,Banswara
Rajasthan,Udaipur,Salumber
Rajasthan,Udaipur,Chittorgarh
Bihar,Gaya,Nalanda
Bihar,Gaya,Aurangabad
Bihar,Gaya,Jahanabad
Bihar,Gaya,Nawada
Bihar,Gaya,Gaya
Bihar,Gaya,Palamu
Bihar,Gaya,Hazaribagh
Bihar,Gaya,Chatra
Bihar,Bhojpur,Patna
Bihar,Bhojpur,Buxar
Bihar,Bhojpur,Maharajganj
Bihar,Bhojpur,Arrah
Bihar,Bhojpur,Chapra
Bihar,Bhojpur,Bikramganj
Bihar,Bhojpur,Jahanabad
Bihar,Bhojpur,Ballia
Bihar,Buxar,Buxar
Bihar,Buxar,Bikramganj
Bihar,Buxar,Sasaram
Bihar,Buxar,Ghazipur
Bihar,Buxar,Ballia
Delhi  & NCR,North West,Sonepat
Delhi  & NCR,North West,Baghpat
Delhi  & NCR,North West,East Delhi
Delhi  & NCR,North West,Outer Delhi
Delhi  & NCR,North West,Delhi Sadar
Delhi  & NCR,South,Faridabad
Delhi  & NCR,South,Mahendragarh
Delhi  & NCR,South,Khurja
Delhi  & NCR,South,East Delhi
Delhi  & NCR,South,Outer Delhi
Delhi  & NCR,South,South Delhi
Delhi  & NCR,South,New Delhi
Delhi  & NCR,South West,Rohtak
Delhi  & NCR,South West,Sonepat
Delhi  & NCR,South West,Mahendragarh
Delhi  & NCR,South West,Outer Delhi
Delhi  & NCR,South West,South Delhi
Delhi  & NCR,South West,Delhi Sadar
Delhi  & NCR,South West,Karol Bagh
Delhi  & NCR,South West,New Delhi
Delhi  & NCR,West,Sonepat
Delhi  & NCR,West,Outer Delhi
Delhi  & NCR,West,South Delhi
Delhi  & NCR,West,Delhi Sadar
Delhi  & NCR,West,Karol Bagh
Nagaland,Dimapur,Autonomous District
Nagaland,Dimapur,Kaliabor
Nagaland,Dimapur,Nagaland
Nagaland,Kohima,Autonomous District
Nagaland,Kohima,Kaliabor
Nagaland,Kohima,Outer Manipur
Nagaland,Kohima,Nagaland
Bihar,Jehanabad,Arrah
Bihar,Jehanabad,Nalanda
Bihar,Jehanabad,Aurangabad
Bihar,Jehanabad,Jahanabad
Bihar,Jehanabad,Gaya
Chhattisgarh,Bilaspur,Shahdol
Chhattisgarh,Bilaspur,Mandla
Chhattisgarh,Bilaspur,Bilaspur
Chhattisgarh,Bilaspur,Durg
Chhattisgarh,Bilaspur,Janjgir
Chhattisgarh,Bilaspur,Raipur
Chhattisgarh,Bilaspur,Sarangarh
Chhattisgarh,Bilaspur,Surguja
Uttar Pradesh,Bulandshahr,Khurja
Uttar Pradesh,Bulandshahr,Sambhal
Uttar Pradesh,Bulandshahr,Hapur
Uttar Pradesh,Bulandshahr,Aligarh
Uttar Pradesh,Bulandshahr,Bulandshahr
Uttar Pradesh,Bulandshahr,Hathras
Uttar Pradesh,Gautam Buddha Nagar,Faridabad
Uttar Pradesh,Gautam Buddha Nagar,Khurja
Uttar Pradesh,Gautam Buddha Nagar,Baghpat
Uttar Pradesh,Gautam Buddha Nagar,Hapur
Uttar Pradesh,Gautam Buddha Nagar,Aligarh
Uttar Pradesh,Gautam Buddha Nagar,Outer Delhi
Uttar Pradesh,Ghaziabad,Khurja
Uttar Pradesh,Ghaziabad,Sambhal
Uttar Pradesh,Ghaziabad,Meerut
Uttar Pradesh,Ghaziabad,Baghpat
Uttar Pradesh,Ghaziabad,Hapur
Uttar Pradesh,Ghaziabad,Bulandshahr
Uttar Pradesh,Ghaziabad,East Delhi
Haryana,Bhiwani,Hissar
Haryana,Bhiwani,Bhiwani
Haryana,Bhiwani,Rohtak
Haryana,Bhiwani,Mahendragarh
Haryana,Bhiwani,Jhunjhunu
Haryana,Bhiwani,Ganganagar
Haryana,Bhiwani,Churu
Bihar,Rohtas,Buxar
Bihar,Rohtas,Arrah
Bihar,Rohtas,Aurangabad
Bihar,Rohtas,Bikramganj
Bihar,Rohtas,Jahanabad
Bihar,Rohtas,Sasaram
Bihar,Rohtas,Palamu
Chhattisgarh,Janjgir - Champa,Janjgir
Chhattisgarh,Janjgir - Champa,Sarangarh
Chhattisgarh,Janjgir - Champa,Raigarh
Chhattisgarh,Korba,Bilaspur
Chhattisgarh,Korba,Janjgir
Chhattisgarh,Korba,Raigarh
Chhattisgarh,Korba,Surguja
Madhya Pradesh,Dindori,Shahdol
Madhya Pradesh,Dindori,Mandla
Madhya Pradesh,Dindori,Seoni
Madhya Pradesh,Dindori,Bilaspur
Madhya Pradesh,Dindori,Rajnandgaon
Madhya Pradesh,Mandla,Balaghat
Madhya Pradesh,Mandla,Mandla
Madhya Pradesh,Mandla,Seoni
Madhya Pradesh,Mandla,Rajnandgaon
Madhya Pradesh,Shahdol,Shahdol
Madhya Pradesh,Shahdol,Satna
Madhya Pradesh,Shahdol,Mandla
Madhya Pradesh,Shahdol,Sidhi
Madhya Pradesh,Shahdol,Bilaspur
Madhya Pradesh,Shahdol,Surguja
Madhya Pradesh,Umaria,Shahdol
Madhya Pradesh,Umaria,Satna
Madhya Pradesh,Umaria,Jabalpur
Madhya Pradesh,Umaria,Mandla
Madhya Pradesh,Umaria,Seoni
Chhattisgarh,Kawardha,Balaghat
Chhattisgarh,Kawardha,Mandla
Chhattisgarh,Kawardha,Bilaspur
Chhattisgarh,Kawardha,Durg
Chhattisgarh,Kawardha,Rajnandgaon
Rajasthan,Ganganagar,Ferozepur
Rajasthan,Ganganagar,Bikaner
Rajasthan,Ganganagar,Ganganagar
Rajasthan,Hanumangarh,Bhiwani
Rajasthan,Hanumangarh,Sirsa
Rajasthan,Hanumangarh,Faridkot
Rajasthan,Hanumangarh,Ferozepur
Rajasthan,Hanumangarh,Bikaner
Rajasthan,Hanumangarh,Ganganagar
Rajasthan,Hanumangarh,Churu
Tamil Nadu,Chennai,Madras Central
Tamil Nadu,Chennai,Madras North
Tamil Nadu,Chennai,Madras South
Tamil Nadu,Kancheepuram,Arakkonam
Tamil Nadu,Kancheepuram,Madras Central
Tamil Nadu,Kancheepuram,Vandavasi
Tamil Nadu,Kancheepuram,Madras North
Tamil Nadu,Kancheepuram,Madras South
Tamil Nadu,Kancheepuram,Sriperumbudur
Tamil Nadu,Kancheepuram,Chengalpattu
Tamil Nadu,Kancheepuram,Tindivanam
Tamil Nadu,Thiruvallur,Tirupathi
Tamil Nadu,Thiruvallur,Chittoor
Tamil Nadu,Thiruvallur,Arakkonam
Tamil Nadu,Thiruvallur,Madras Central
Tamil Nadu,Thiruvallur,Madras North
Tamil Nadu,Thiruvallur,Sriperumbudur
Tamil Nadu,Thanjavur,Tiruchirappalli
Tamil Nadu,Thanjavur,Mayiladuturai
Tamil Nadu,Thanjavur,Thanjavur
Tamil Nadu,Thanjavur,Pudukkottai
Tamil Nadu,Thanjavur,Nagapattinam
Tamil Nadu,Thiruvarur,Mayiladuturai
Tamil Nadu,Thiruvarur,Thanjavur
Tamil Nadu,Thiruvarur,Pudukkottai
Tamil Nadu,Thiruvarur,Nagapattinam
Tamil Nadu,Thiruvarur,Puducherry
Tamil Nadu,Nagapattinam,Mayiladuturai
Tamil Nadu,Nagapattinam,Nagapattinam
Tamil Nadu,Nagapattinam,Puducherry
Puducherry,Karaikal,Mayiladuturai
Puducherry,Karaikal,Nagapattinam
Puducherry,Karaikal,Puducherry
Puducherry,Mahe,Badagara
Puducherry,Mahe,Puducherry
Rajasthan,Baran,Morena
Rajasthan,Baran,Rajgarh
Rajasthan,Baran,Guna
Rajasthan,Baran,Kota
Rajasthan,Baran,Jhalawar
Gujarat,Bharuch,Chhota Udaipur
Gujarat,Bharuch,Surat
Gujarat,Bharuch,Baroda
Gujarat,Bharuch,Broach
Gujarat,Bharuch,Anand
Gujarat,Surat,Mandvi
Gujarat,Surat,Surat
Gujarat,Surat,Broach
Gujarat,Surat,Bulsar
Gujarat,Surat,Dhule
Gujarat,Surat,Nandurbar
Andaman & Nicobar Island,Nicobars,Andaman & Nicobar Islands
Andaman & Nicobar Island,Andamans,Andaman & Nicobar Islands
Lakshadweep,Lakshadweep,Lakshadweep
