ac07_id,pc91_td_area,pc91_td_res_house,pc91_td_p_7andup,pc91_td_p_lit_7andup,pc91_td_tot_work_p,pc91_td_mainwork_p,pc91_td_margwork_p,pc91_td_non_work_p,pc91_td_workers_non_per1000,pc91_td_p_sc,pc91_td_p_st,pc91_td_avg_rain,pc91_td_max_temp,pc91_td_min_temp,pc91_td_sh_dist,pc91_td_dh_dist,pc91_td_sd_dist,pc91_td_rail_dist,pc91_td_tap,pc91_td_well,pc91_td_tank,pc91_td_tube_well,pc91_td_stor_cap_tank,pc91_td_stor_cap_res,pc91_td_stor_cap_rivergal,pc91_td_stor_cap_wellpump,pc91_td_stor_cap_pressuretank,pc91_td_el_dom,pc91_td_el_ind,pc91_td_el_com,pc91_td_el_road_l,pc91_td_el_others,pc91_td_p_road,pc91_td_k_road,pc91_td_tot_road,pc91_td_dist_f_ser,pc91_td_sewage_sewer,pc91_td_sewage_opendrain,pc91_td_sewage_boxdrain,pc91_td_sewage_sylkdrain,pc91_td_sewage_cess,pc91_td_sewage_pit,pc91_td_sewage_other,pc91_td_water_bor,pc91_td_service,pc91_td_lat_oth,pc91_td_nsoil_head,pc91_td_nsoil_basket,pc91_td_nsoil_wb,pc91_td_nsoil_septic,pc91_td_nsoil_sewerage,pc91_td_nsoil_pit,pc91_td_nsoil_other,pc91_td_hospitals,pc91_td_disp,pc91_td_health_ctr,pc91_td_f_w_ctr,pc91_td_nur_homes,pc91_td_med_oth,pc91_td_tot_beds,pc91_td_primary,pc91_td_middle,pc91_td_secondary,pc91_td_s_sec,pc91_td_vt_inst,pc91_td_polytech,pc91_td_arts,pc91_td_science,pc91_td_commerce,pc91_td_medical,pc91_td_engg,pc91_td_law,pc91_td_adult_cnt,pc91_td_n_hostels,pc91_td_n_seats,pc91_td_stadium,pc91_td_cinema,pc91_td_auditorium,pc91_td_p_lib,pc91_td_r_rooms,pc91_td_banks,pc91_td_a_c_soc,pc91_td_n_a_c_soc,pc91_td_inc_8889,pc91_td_exp_8889,pc91_td_joint_muni,_mean_p_miss,_core_p_miss,_target_weight_share,_target_group_max_weight_share,_frag_pop_share
2007-28-284,23.65,10584.0,51725.0,36904.0,17498.0,17157.0,341.0,43132.0,2514.0,6101.0,2413.0,702.3,44.0,10.0,131.0,51.0,0.0,51.0,3.0,0.0,0.0,0.0,0.0,0.0,2273000.0,0.0,0.0,6646.0,1624.0,1336.0,1085.0,37.0,12.82,13.84,26.66,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2362.0,800.0,4400.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,3.0,226.0,24.0,8.0,6.0,4.0,8.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,3.0,1.0,0.0,6.0,1.0,16.0,4738600.0,3747300.0,,0.0,0.0,1.0,1.0,0.0
2007-28-285,41.44,6581.0,28065.0,17047.0,12446.0,12282.0,164.0,21414.0,1744.0,4086.0,1817.0,1361.1,42.3,36.2,175.0,92.0,0.0,40.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,610000.0,0.0,4200.0,200.0,0.0,1318.0,0.0,16.0,10.0,26.0,40.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,145.0,13.0,7.0,5.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,1.0,7.0,2731200.0,2499100.0,,0.0,0.0,1.0,1.0,0.0
2007-28-262,6.0,6660.0,28532.0,19053.0,10571.0,10318.0,253.0,23734.0,2300.0,4594.0,495.0,765.8,40.01,26.09,92.0,54.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1010000.0,0.0,4734.0,253.0,1092.0,357.0,0.0,31.0,60.0,91.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1020.0,1935.0,522.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,1.0,30.0,10.0,10.0,6.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,1.0,0.0,3328400.0,2776800.0,,0.0,0.0,1.0,1.0,0.0
2007-28-265,17.61,5303.0,24151.0,14808.0,9984.0,9050.0,934.0,18920.0,2091.0,2794.0,3606.0,1436.8,48.0,25.0,190.0,50.0,0.0,0.0,3.0,0.0,0.0,3.0,210000.0,0.0,0.0,0.0,0.0,3050.0,500.0,0.0,300.0,25.0,,,29.6,60.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2350.0,2470.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,200.0,6.0,3.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,6.0,1.0,0.0,3549300.0,3204900.0,,0.0,0.0,1.0,1.0,0.0
2007-28-278,2.5,2921.0,13078.0,8156.0,5047.0,4915.0,132.0,10276.0,2091.0,2992.0,309.0,1806.0,46.0,13.0,294.0,48.0,0.0,0.0,3.0,0.0,0.0,0.0,455000.0,0.0,0.0,0.0,0.0,2380.0,120.0,300.0,655.0,6.0,12.0,4.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1574.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,60.0,4.0,1.0,3.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,16.0,1583100.0,902200.0,,0.0,0.0,1.0,1.0,0.0
2007-28-005,5.18,4118.0,17027.0,10637.0,7112.0,6473.0,639.0,13019.0,2011.0,1563.0,43.0,108.2,,20.6,725.0,26.0,0.0,5.0,0.0,0.0,0.0,3.0,2250000.0,0.0,0.0,0.0,0.0,2276.0,50.0,648.0,672.0,5.0,6.5,2.0,8.5,26.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,400.0,66.0,200.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,60.0,8.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,1.0,1.0,1641100.0,1538500.0,,0.0,0.0,1.0,1.0,0.0
2007-28-009,11.24,9097.0,37184.0,23163.0,13186.0,12567.0,619.0,30311.0,2412.0,6085.0,939.0,1914.5,32.0,22.0,814.0,95.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7875000.0,0.0,0.0,5222.0,53.0,859.0,655.0,62.0,24.7,0.17,24.87,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1260.0,1340.0,11.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,11.0,2.0,92.0,12.0,8.0,7.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,1.0,2.0,8.0,1.0,18.0,9182000.0,13114000.0,,0.0,0.0,1.0,1.0,0.0
2007-28-010,19.55,9046.0,37118.0,20503.0,15513.0,15301.0,212.0,27922.0,1825.0,5510.0,1288.0,794.6,,,786.0,53.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6750000.0,0.0,0.0,4500.0,51.0,722.0,695.0,40.0,34.61,1.16,35.77,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,972.0,1295.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,110.0,18.0,5.0,4.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,1.0,13.0,5734800.0,5396900.0,,0.0,0.0,1.0,1.0,0.0
2007-28-036,6.09,6091.0,25368.0,16216.0,9071.0,8723.0,348.0,20025.0,2296.0,2586.0,188.0,1054.8,,,578.0,80.0,0.0,30.0,3.0,0.0,0.0,0.0,432000.0,0.0,0.0,0.0,0.0,3548.0,78.0,620.0,850.0,0.0,15.0,12.0,27.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,700.0,1500.0,600.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,42.0,9.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,5.0,1.0,2.0,1500000.0,1450000.0,,0.0,0.0,1.0,1.0,0.0
2007-28-030,19.52,2448.0,10343.0,5014.0,4778.0,4400.0,378.0,7226.0,1642.0,833.0,643.0,1148.2,,,643.0,72.0,0.0,38.0,0.0,3.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,1470.0,8.0,160.0,320.0,0.0,5.0,14.0,19.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,110.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,806300.0,922300.0,,0.0,0.0,1.0,1.0,0.0
2007-28-032,23.28,19165.0,73075.0,49038.0,25353.0,25082.0,271.0,59003.0,2352.0,5065.0,116.0,1219.0,,,640.0,35.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6300000.0,0.0,0.0,8900.0,250.0,2400.0,1919.0,800.0,55.73,0.8,56.53,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4004.0,1000.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,1.0,236.0,18.0,5.0,5.0,1.0,13.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,3.0,5.0,10.0,1.0,4.0,20794000.0,19337400.0,,0.0,0.0,1.0,1.0,0.0
2007-28-031,16.88,5499.0,21326.0,13162.0,8642.0,7800.0,842.0,15787.0,2024.0,1964.0,133.0,1040.7,,,658.0,51.0,0.0,18.0,3.0,0.0,0.0,0.0,227000.0,0.0,0.0,0.0,0.0,3082.0,50.0,516.0,624.0,159.0,8.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1050.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,90.0,8.0,3.0,2.0,1.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,4.0,2.0,16.0,1791200.0,1411000.0,,0.0,0.0,1.0,1.0,0.0
2007-28-038,4.99,1646.0,6706.0,5115.0,2078.0,2066.0,12.0,5769.0,2792.0,906.0,2068.0,1228.1,44.8,16.8,528.0,89.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,890.0,3.0,1.0,190.0,0.0,4.0,2.0,6.0,55.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,301700.0,224200.0,,0.0,0.0,1.0,1.0,0.0
2007-28-058,4.51,2155.0,10532.0,7976.0,3630.0,3578.0,52.0,8335.0,2330.0,1947.0,78.0,1406.0,,,480.0,90.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169.0,18.0,297.0,320.0,27.0,13.0,2.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,350.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,160.0,6.0,6.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,637600.0,472300.0,,0.0,0.0,1.0,1.0,0.0
2007-28-067,20.71,19674.0,76297.0,48871.0,28599.0,28498.0,101.0,60279.0,2115.0,7252.0,722.0,1292.8,,,387.0,58.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2272000.0,0.0,0.0,0.0,2059.0,87.0,776.0,1154.0,42.0,74.17,18.94,93.11,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3753.0,0.0,33.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,2.0,1.0,0.0,0.0,2.0,202.0,20.0,8.0,8.0,2.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,10.0,1.0,8.0,2.0,6.0,17706000.0,17332300.0,,0.0,0.0,1.0,1.0,0.0
2007-28-060,4.69,12425.0,49039.0,34618.0,19039.0,18465.0,574.0,37930.0,2054.0,6549.0,463.0,1308.1,,,438.0,108.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,286404000.0,0.0,0.0,4925.0,96.0,1342.0,1060.0,87.0,63.15,3.88,67.03,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2796.0,444.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,37.0,0.0,0.0,0.0,0.0,403.0,26.0,6.0,6.0,1.0,11.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,8.0,2.0,1.0,2.0,7.0,1.0,3.0,19613100.0,17577600.0,,0.0,0.0,1.0,1.0,0.0
2007-28-075,23.5,6820.0,30479.0,19607.0,12485.0,12412.0,73.0,23637.0,1904.0,3884.0,1178.0,1452.8,,,195.0,155.0,0.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,1795000.0,0.0,0.0,3200.0,45.0,560.0,595.0,50.0,13.9,14.2,28.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1053.0,2964.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,232.0,21.0,4.0,2.0,1.0,7.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,3815000.0,3869100.0,,0.0,0.0,1.0,1.0,0.0
2007-28-080,14.99,4749.0,18427.0,11525.0,8009.0,7969.0,40.0,13722.0,1722.0,3786.0,1028.0,1205.1,,,258.0,92.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,250000.0,0.0,0.0,0.0,2400.0,8.0,3.0,384.0,3.0,18.0,7.0,25.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,500.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,110.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,2101500.0,968600.0,,0.0,0.0,1.0,1.0,0.0
2007-28-087,10.96,3269.0,14825.0,9289.0,5887.0,5744.0,143.0,11604.0,2020.0,1060.0,221.0,906.6,35.4,19.0,350.0,60.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,759000.0,0.0,0.0,1346.0,70.0,571.0,400.0,76.0,9.2,4.1,13.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,120.0,6.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,4.0,1475000.0,1585900.0,,0.0,0.0,1.0,1.0,0.0
2007-28-084,16.84,6939.0,26368.0,16609.0,10622.0,10566.0,56.0,20340.0,1925.0,3144.0,480.0,1153.5,38.0,20.0,305.0,38.0,0.0,18.0,0.0,3.0,0.0,3.0,312500.0,0.0,0.0,112500.0,0.0,3457.0,57.0,582.0,780.0,96.0,42.0,8.0,50.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2605.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,21.0,16.0,550.0,17.0,4.0,3.0,1.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,4.0,1.0,1.0,4.0,2.0,13.0,4921900.0,2452300.0,,0.0,0.0,1.0,1.0,0.0
2007-28-090,4.66,2916.0,12136.0,7925.0,5542.0,5362.0,180.0,8645.0,1612.0,1408.0,441.0,1493.8,43.2,16.2,336.0,26.0,0.0,26.0,0.0,0.0,0.0,3.0,736000.0,0.0,0.0,0.0,0.0,1000.0,83.0,443.0,353.0,0.0,22.0,3.0,25.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,150.0,9.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,1.0,3.0,1379200.0,1250600.0,,0.0,0.0,1.0,1.0,0.0
2007-28-107,10.36,9324.0,36769.0,20219.0,15023.0,14843.0,180.0,28964.0,1951.0,3773.0,1242.0,722.8,39.0,21.0,175.0,124.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,227000.0,0.0,0.0,3300.0,84.0,612.0,550.0,72.0,14.27,0.0,14.27,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,851.0,32.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,8.0,108.0,14.0,1.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,2786000.0,2786000.0,,0.0,0.0,1.0,1.0,0.0
2007-28-104,13.36,3065.0,12466.0,5866.0,6947.0,6887.0,60.0,7656.0,1112.0,1312.0,567.0,1247.1,,,308.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,377000.0,0.0,0.0,1200.0,20.0,200.0,490.0,0.0,3.0,17.0,20.0,19.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,59.0,5.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,305600.0,406100.0,,0.0,0.0,1.0,1.0,0.0
2007-28-122,28.77,9588.0,38687.0,21742.0,14493.0,14245.0,248.0,31070.0,2181.0,3741.0,508.0,820.0,,,248.0,144.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,125000.0,0.0,0.0,0.0,5159.0,192.0,740.0,1008.0,96.0,48.18,13.22,61.4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2376.0,113.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,31.0,2.0,158.0,16.0,0.0,4.0,2.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,4.0,1.0,2.0,6447000.0,6447000.0,,0.0,0.0,1.0,1.0,0.0
2007-28-120,11.66,2736.0,10820.0,6704.0,4351.0,4064.0,287.0,8464.0,2083.0,393.0,158.0,616.5,,,216.0,112.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,1650.0,10.0,260.0,384.0,15.0,5.0,5.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,36.0,10.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,452300.0,428900.0,,0.0,0.0,1.0,1.0,0.0
2007-28-134,8.16,6168.0,24123.0,15535.0,9383.0,8908.0,475.0,18254.0,2049.0,3188.0,617.0,1048.5,,,638.0,83.0,0.0,0.0,0.0,3.0,3.0,0.0,400000.0,0.0,0.0,0.0,0.0,4185.0,47.0,678.0,626.0,0.0,11.97,6.45,18.42,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,49.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,58.0,85.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,5.0,1.0,1.0,2892000.0,560100.0,,0.0,0.0,1.0,1.0,0.0
2007-28-160,6.29,5982.0,24609.0,15956.0,8553.0,8530.0,23.0,19764.0,2317.0,2258.0,393.0,536.9,,,382.0,72.0,0.0,37.0,3.0,0.0,0.0,0.0,182000.0,0.0,0.0,0.0,0.0,3979.0,118.0,572.0,771.0,124.0,29.37,0.12,29.49,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,139.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,500.0,9.0,9.0,6.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,4.0,4.0,1.0,2.0,3804200.0,2970700.0,,0.0,0.0,1.0,1.0,0.0
2007-28-159,17.5,2545.0,10626.0,6154.0,4724.0,4647.0,77.0,7640.0,1644.0,2213.0,313.0,820.2,,,424.0,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,53000.0,0.0,0.0,1795.0,20.0,315.0,500.0,100.0,7.6,2.1,9.7,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,120.0,49.0,13.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,16.0,12.0,3.0,2.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,586500.0,524100.0,,0.0,0.0,1.0,1.0,0.0
2007-28-177,14.5,10868.0,53280.0,25256.0,25456.0,24902.0,554.0,39633.0,1592.0,6341.0,841.0,678.5,42.0,27.2,246.0,70.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,1842000.0,0.0,0.0,4625.0,102.0,701.0,1067.0,278.0,26.2,12.88,39.08,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5396.0,404.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,30.0,14.0,1.0,5.0,1.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,6.0,2.0,10.0,6433000.0,3450400.0,,0.0,0.0,1.0,1.0,0.0
2007-28-185,23.08,6138.0,26828.0,15300.0,11651.0,11566.0,85.0,20563.0,1778.0,5160.0,224.0,694.1,,,205.0,29.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,630000.0,0.0,0.0,3264.0,97.0,482.0,946.0,40.0,15.0,10.0,25.0,29.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,500.0,600.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,35.0,8.0,2.0,4.0,1.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,1.0,1.0,2193600.0,2360300.0,,0.0,0.0,1.0,1.0,0.0
2007-28-174,7.45,13860.0,60033.0,32593.0,24235.0,23100.0,1135.0,46833.0,2027.0,7218.0,966.0,575.3,,,410.0,56.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,6190000.0,0.0,0.0,0.0,6157.0,346.0,1281.0,1250.0,315.0,49.9,11.79,61.69,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2642.0,3328.0,842.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,45.0,15.0,4.0,4.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,5.0,1.0,19.0,15607400.0,14828500.0,,0.0,0.0,1.0,1.0,0.0
2007-28-169,30.28,4955.0,23278.0,13779.0,10557.0,10470.0,87.0,17122.0,1635.0,2929.0,563.0,570.2,,,406.0,52.0,0.0,33.0,3.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,2695.0,53.0,343.0,687.0,86.0,28.0,0.0,28.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,90.0,22.0,85.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,18.0,13.0,4.0,3.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,2013700.0,2509900.0,,0.0,0.0,1.0,1.0,0.0
2007-28-167,11.65,4046.0,19419.0,11686.0,7201.0,6831.0,370.0,15905.0,2328.0,1588.0,550.0,502.8,30.0,16.9,412.0,58.0,0.0,35.0,3.0,0.0,0.0,0.0,0.0,205000.0,0.0,0.0,0.0,2273.0,39.0,462.0,440.0,127.0,1.19,8.01,9.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,68.0,9.0,4.0,3.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,5.0,0.0,4.0,1094400.0,1064600.0,,0.0,0.0,1.0,1.0,0.0
2007-28-172,16.35,34548.0,150913.0,103964.0,49703.0,49494.0,209.0,125221.0,2530.0,9938.0,3696.0,503.4,40.9,16.2,354.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1290000.0,0.0,2897000.0,0.0,0.0,22042.0,367.0,3564.0,4288.0,343.0,197.92,4.24,202.16,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4976.0,529.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,8.0,4.0,480.0,63.0,21.0,18.0,5.0,50.0,5.0,4.0,4.0,4.0,0.0,1.0,0.0,8.0,1.0,50.0,1.0,15.0,2.0,2.0,3.0,11.0,3.0,20.0,41574500.0,35319100.0,,0.0,0.0,1.0,1.0,0.0
